Party;Voting ID;Yes;No;Unregistered;Refrained;Excused;Max
ANO;68622;0;70;0;2;6;N
ODS;68622;22;0;0;0;3;Y
Piráti;68622;20;0;0;0;2;Y
SPD;68622;19;0;0;0;3;Y
ČSSD;68622;0;5;0;10;0;O
KSČM;68622;13;0;0;1;1;Y
KDU-ČSL;68622;8;0;0;0;2;Y
TOP09;68622;6;0;0;0;1;Y
STAN;68622;6;0;0;0;0;Y
ANO;68623;60;0;9;0;9;Y
ODS;68623;0;1;11;9;4;O
Piráti;68623;18;0;2;0;2;Y
SPD;68623;5;1;10;2;4;O
ČSSD;68623;13;0;2;0;0;Y
KSČM;68623;12;0;3;0;0;Y
KDU-ČSL;68623;2;0;6;0;2;O
TOP09;68623;2;0;3;0;2;O
STAN;68623;2;0;3;0;1;O
ANO;68624;0;46;23;0;9;N
ODS;68624;11;0;10;0;4;O
Piráti;68624;0;2;6;10;4;O
SPD;68624;1;0;12;5;4;O
ČSSD;68624;0;5;9;0;1;O
KSČM;68624;0;5;10;0;0;O
KDU-ČSL;68624;1;1;4;1;3;O
TOP09;68624;1;0;4;0;2;O
STAN;68624;2;0;3;0;1;O
ANO;68625;0;0;22;47;9;O
ODS;68625;0;0;11;10;4;O
Piráti;68625;0;0;7;11;4;O
SPD;68625;0;0;11;7;4;O
ČSSD;68625;0;0;9;5;1;O
KSČM;68625;0;0;10;5;0;O
KDU-ČSL;68625;0;0;4;3;3;O
TOP09;68625;0;0;4;1;2;O
STAN;68625;0;0;3;2;1;O
ANO;68626;0;26;17;8;27;O
ODS;68626;9;0;9;1;6;O
Piráti;68626;16;0;1;1;4;Y
SPD;68626;7;0;5;4;6;O
ČSSD;68626;2;0;5;3;5;O
KSČM;68626;4;1;9;0;1;O
KDU-ČSL;68626;3;0;4;1;2;O
TOP09;68626;1;0;3;1;2;O
STAN;68626;3;0;1;1;1;Y
ANO;68627;0;22;24;5;27;O
ODS;68627;9;0;10;0;6;O
Piráti;68627;16;0;2;0;4;Y
SPD;68627;8;0;8;0;6;O
ČSSD;68627;0;0;7;3;5;O
KSČM;68627;2;0;10;2;1;O
KDU-ČSL;68627;2;0;6;0;2;O
TOP09;68627;1;0;4;0;2;O
STAN;68627;4;0;1;0;1;Y
ANO;68628;1;22;18;11;26;O
ODS;68628;8;0;11;0;6;O
Piráti;68628;12;0;6;0;4;Y
SPD;68628;11;0;6;0;5;Y
ČSSD;68628;3;0;5;2;5;O
KSČM;68628;5;0;9;0;1;O
KDU-ČSL;68628;3;0;5;0;2;O
TOP09;68628;1;0;4;0;2;O
STAN;68628;5;0;0;0;1;Y
ANO;68629;0;23;19;10;26;O
ODS;68629;9;0;10;0;6;O
Piráti;68629;15;0;3;0;4;Y
SPD;68629;10;0;6;0;6;O
ČSSD;68629;3;0;5;2;5;O
KSČM;68629;1;2;8;3;1;O
KDU-ČSL;68629;4;0;4;0;2;O
TOP09;68629;2;0;3;0;2;O
STAN;68629;5;0;0;0;1;Y
ANO;68630;0;25;16;11;26;O
ODS;68630;9;0;10;0;6;O
Piráti;68630;15;0;2;1;4;Y
SPD;68630;7;0;6;3;6;O
ČSSD;68630;1;0;5;4;5;O
KSČM;68630;5;0;8;1;1;O
KDU-ČSL;68630;2;0;4;3;1;O
TOP09;68630;1;0;3;1;2;O
STAN;68630;5;0;0;0;1;Y
ANO;68631;29;2;17;4;26;O
ODS;68631;8;0;11;0;6;O
Piráti;68631;15;0;4;0;3;Y
SPD;68631;6;0;9;1;6;O
ČSSD;68631;5;0;5;0;5;O
KSČM;68631;5;0;9;0;1;O
KDU-ČSL;68631;5;0;4;0;1;Y
TOP09;68631;1;0;4;0;2;O
STAN;68631;4;0;0;1;1;Y
ANO;68632;0;8;20;24;26;O
ODS;68632;8;0;11;0;6;O
Piráti;68632;15;0;4;0;3;Y
SPD;68632;9;0;8;0;5;O
ČSSD;68632;2;0;6;2;5;O
KSČM;68632;5;0;8;1;1;O
KDU-ČSL;68632;5;0;4;0;1;Y
TOP09;68632;2;0;3;0;2;O
STAN;68632;5;0;0;0;1;Y
ANO;68633;47;0;3;4;24;Y
ODS;68633;13;0;4;2;6;Y
Piráti;68633;18;0;0;0;4;Y
SPD;68633;13;0;3;1;5;Y
ČSSD;68633;4;0;6;0;5;O
KSČM;68633;11;0;0;3;1;Y
KDU-ČSL;68633;6;0;3;0;1;Y
TOP09;68633;3;0;1;2;1;O
STAN;68633;5;0;0;0;1;Y
ANO;68634;48;0;1;5;24;Y
ODS;68634;16;0;3;0;6;Y
Piráti;68634;18;0;0;0;4;Y
SPD;68634;16;0;0;1;5;Y
ČSSD;68634;6;0;3;1;5;O
KSČM;68634;14;0;0;0;1;Y
KDU-ČSL;68634;6;0;3;0;1;Y
TOP09;68634;4;0;1;1;1;Y
STAN;68634;4;0;0;1;1;Y
ANO;68635;48;1;1;4;24;Y
ODS;68635;16;0;3;0;6;Y
Piráti;68635;18;0;0;0;4;Y
SPD;68635;16;0;0;1;5;Y
ČSSD;68635;6;0;3;1;5;O
KSČM;68635;14;0;0;0;1;Y
KDU-ČSL;68635;6;0;3;0;1;Y
TOP09;68635;4;0;1;1;1;Y
STAN;68635;4;0;0;1;1;Y
ANO;68636;49;1;1;3;24;Y
ODS;68636;17;0;2;0;6;Y
Piráti;68636;18;0;0;0;4;Y
SPD;68636;16;0;0;1;5;Y
ČSSD;68636;7;0;3;0;5;O
KSČM;68636;14;0;0;0;1;Y
KDU-ČSL;68636;6;0;3;0;1;Y
TOP09;68636;4;0;1;1;1;Y
STAN;68636;4;0;0;1;1;Y
ANO;68637;66;0;3;2;7;Y
ODS;68637;15;0;3;2;5;Y
Piráti;68637;20;0;1;0;1;Y
SPD;68637;15;0;5;0;2;Y
ČSSD;68637;12;0;1;0;2;Y
KSČM;68637;9;0;1;1;4;Y
KDU-ČSL;68637;6;0;1;0;3;Y
TOP09;68637;3;0;1;1;2;O
STAN;68637;5;0;0;0;1;Y
ANO;68638;67;0;3;1;7;Y
ODS;68638;15;0;3;2;5;Y
Piráti;68638;20;0;1;0;1;Y
SPD;68638;17;0;3;0;2;Y
ČSSD;68638;12;0;1;0;2;Y
KSČM;68638;10;0;1;0;4;Y
KDU-ČSL;68638;6;0;1;0;3;Y
TOP09;68638;3;0;1;1;2;O
STAN;68638;5;0;0;0;1;Y
ANO;68639;64;0;5;0;9;Y
ODS;68639;20;0;0;0;5;Y
Piráti;68639;17;0;4;0;1;Y
SPD;68639;14;0;5;0;3;Y
ČSSD;68639;10;0;2;1;2;Y
KSČM;68639;6;0;5;0;4;O
KDU-ČSL;68639;7;0;0;0;3;Y
TOP09;68639;5;0;0;0;2;Y
STAN;68639;4;0;0;0;2;Y
ANO;68640;67;1;0;1;9;Y
ODS;68640;19;0;0;1;5;Y
Piráti;68640;21;0;0;0;1;Y
SPD;68640;16;0;2;2;2;Y
ČSSD;68640;13;0;0;0;2;Y
KSČM;68640;3;4;0;4;4;O
KDU-ČSL;68640;7;0;0;0;3;Y
TOP09;68640;4;0;0;1;2;Y
STAN;68640;4;0;0;0;2;Y
ANO;68641;1;68;0;0;9;N
ODS;68641;19;0;0;1;5;Y
Piráti;68641;20;0;0;1;1;Y
SPD;68641;18;0;2;0;2;Y
ČSSD;68641;0;13;0;0;2;N
KSČM;68641;0;0;0;11;4;O
KDU-ČSL;68641;7;0;0;0;3;Y
TOP09;68641;5;0;0;0;2;Y
STAN;68641;4;0;0;0;2;Y
ANO;68642;2;1;0;66;9;O
ODS;68642;18;0;0;2;5;Y
Piráti;68642;21;0;0;0;1;Y
SPD;68642;18;0;2;0;2;Y
ČSSD;68642;13;0;0;0;2;Y
KSČM;68642;10;0;0;1;4;Y
KDU-ČSL;68642;7;0;0;0;3;Y
TOP09;68642;4;0;0;1;2;Y
STAN;68642;4;0;0;0;2;Y
ANO;68643;69;0;0;0;9;Y
ODS;68643;19;0;0;1;5;Y
Piráti;68643;21;0;0;0;1;Y
SPD;68643;18;0;2;0;2;Y
ČSSD;68643;13;0;0;0;2;Y
KSČM;68643;11;0;0;0;4;Y
KDU-ČSL;68643;7;0;0;0;3;Y
TOP09;68643;5;0;0;0;2;Y
STAN;68643;4;0;0;0;2;Y
ANO;68644;69;0;0;0;9;Y
ODS;68644;19;0;0;1;5;Y
Piráti;68644;21;0;0;0;1;Y
SPD;68644;17;0;2;1;2;Y
ČSSD;68644;13;0;0;0;2;Y
KSČM;68644;11;0;0;0;4;Y
KDU-ČSL;68644;7;0;0;0;3;Y
TOP09;68644;5;0;0;0;2;Y
STAN;68644;4;0;0;0;2;Y
ANO;68645;1;63;0;5;9;N
ODS;68645;0;0;0;20;5;O
Piráti;68645;21;0;0;0;1;Y
SPD;68645;0;0;2;18;2;O
ČSSD;68645;0;10;0;3;2;N
KSČM;68645;0;0;0;11;4;O
KDU-ČSL;68645;7;0;0;0;3;Y
TOP09;68645;5;0;0;0;2;Y
STAN;68645;4;0;0;0;2;Y
ANO;68646;0;65;0;4;9;N
ODS;68646;19;0;0;1;5;Y
Piráti;68646;0;0;0;21;1;O
SPD;68646;0;18;2;0;2;N
ČSSD;68646;0;13;0;0;2;N
KSČM;68646;0;1;0;10;4;O
KDU-ČSL;68646;0;0;0;7;3;O
TOP09;68646;5;0;0;0;2;Y
STAN;68646;4;0;0;0;2;Y
ANO;68647;68;0;0;1;9;Y
ODS;68647;18;0;0;2;5;Y
Piráti;68647;21;0;0;0;1;Y
SPD;68647;18;0;2;0;2;Y
ČSSD;68647;13;0;0;0;2;Y
KSČM;68647;11;0;0;0;4;Y
KDU-ČSL;68647;7;0;0;0;3;Y
TOP09;68647;5;0;0;0;2;Y
STAN;68647;4;0;0;0;2;Y
ANO;68648;68;0;0;1;9;Y
ODS;68648;19;0;0;1;5;Y
Piráti;68648;21;0;0;0;1;Y
SPD;68648;18;0;2;0;2;Y
ČSSD;68648;3;0;0;10;2;O
KSČM;68648;11;0;0;0;4;Y
KDU-ČSL;68648;7;0;0;0;3;Y
TOP09;68648;5;0;0;0;2;Y
STAN;68648;4;0;0;0;2;Y
ANO;68649;63;0;3;2;10;Y
ODS;68649;0;20;0;0;5;N
Piráti;68649;0;20;0;1;1;N
SPD;68649;16;1;2;1;2;Y
ČSSD;68649;8;0;5;0;2;Y
KSČM;68649;3;2;4;2;4;O
KDU-ČSL;68649;2;2;0;3;3;O
TOP09;68649;0;3;2;0;2;O
STAN;68649;0;3;1;0;2;N
ANO;68650;2;49;7;10;10;N
ODS;68650;17;0;0;2;6;Y
Piráti;68650;0;17;1;3;1;N
SPD;68650;1;17;2;0;2;N
ČSSD;68650;0;7;1;5;2;O
KSČM;68650;0;8;3;0;4;N
KDU-ČSL;68650;4;0;0;3;3;O
TOP09;68650;4;0;1;0;2;Y
STAN;68650;0;0;0;4;2;O
ANO;68651;61;0;7;0;10;Y
ODS;68651;18;0;0;1;6;Y
Piráti;68651;21;0;0;0;1;Y
SPD;68651;17;0;1;2;2;Y
ČSSD;68651;11;0;1;1;2;Y
KSČM;68651;8;0;3;0;4;Y
KDU-ČSL;68651;7;0;0;0;3;Y
TOP09;68651;4;0;1;0;2;Y
STAN;68651;4;0;0;0;2;Y
ANO;68652;62;0;6;0;10;Y
ODS;68652;19;0;0;0;6;Y
Piráti;68652;20;0;0;1;1;Y
SPD;68652;19;0;1;0;2;Y
ČSSD;68652;12;0;1;0;2;Y
KSČM;68652;8;0;3;0;4;Y
KDU-ČSL;68652;7;0;0;0;3;Y
TOP09;68652;4;0;1;0;2;Y
STAN;68652;4;0;0;0;2;Y
ANO;68653;0;60;5;3;10;N
ODS;68653;0;19;0;0;6;N
Piráti;68653;0;0;2;19;1;O
SPD;68653;0;18;1;1;2;N
ČSSD;68653;1;7;1;4;2;N
KSČM;68653;0;7;2;2;4;O
KDU-ČSL;68653;0;4;0;3;3;O
TOP09;68653;4;0;1;0;2;Y
STAN;68653;4;0;0;0;2;Y
ANO;68654;3;45;5;15;10;N
ODS;68654;1;16;0;2;6;N
Piráti;68654;0;7;1;13;1;O
SPD;68654;18;0;1;1;2;Y
ČSSD;68654;0;3;1;9;2;O
KSČM;68654;9;0;2;0;4;Y
KDU-ČSL;68654;0;6;0;1;3;N
TOP09;68654;0;4;1;0;2;N
STAN;68654;0;3;0;1;2;N
ANO;68655;0;60;5;3;10;N
ODS;68655;4;2;0;13;6;O
Piráti;68655;1;16;1;3;1;N
SPD;68655;0;18;1;1;2;N
ČSSD;68655;0;12;1;0;2;N
KSČM;68655;0;8;2;1;4;N
KDU-ČSL;68655;2;1;0;4;3;O
TOP09;68655;4;0;1;0;2;Y
STAN;68655;0;0;0;4;2;O
ANO;68656;62;0;5;1;10;Y
ODS;68656;0;17;0;2;6;N
Piráti;68656;19;0;2;0;1;Y
SPD;68656;18;0;1;1;2;Y
ČSSD;68656;9;0;1;3;2;Y
KSČM;68656;9;0;2;0;4;Y
KDU-ČSL;68656;1;5;0;1;3;N
TOP09;68656;0;4;1;0;2;N
STAN;68656;0;0;0;4;2;O
ANO;68657;44;0;6;2;26;Y
ODS;68657;7;0;8;0;10;O
Piráti;68657;12;0;6;0;4;Y
SPD;68657;15;0;2;0;5;Y
ČSSD;68657;6;0;6;0;3;O
KSČM;68657;6;0;6;2;1;O
KDU-ČSL;68657;4;0;2;0;4;O
TOP09;68657;3;0;3;0;1;O
STAN;68657;2;0;2;0;2;O
ANO;68658;47;0;5;1;25;Y
ODS;68658;0;12;3;0;10;O
Piráti;68658;0;10;3;5;4;O
SPD;68658;15;0;2;0;5;Y
ČSSD;68658;7;0;5;0;3;O
KSČM;68658;13;0;1;0;1;Y
KDU-ČSL;68658;0;6;0;0;4;N
TOP09;68658;0;6;0;0;1;N
STAN;68658;0;4;0;0;2;N
ANO;68659;0;37;12;2;27;O
ODS;68659;8;0;6;0;11;O
Piráti;68659;15;0;3;0;4;Y
SPD;68659;0;0;5;12;5;O
ČSSD;68659;0;3;5;4;3;O
KSČM;68659;0;11;3;0;1;N
KDU-ČSL;68659;6;0;0;0;4;Y
TOP09;68659;4;0;1;0;2;Y
STAN;68659;3;0;1;0;2;Y
ANO;68660;0;44;8;3;23;N
ODS;68660;12;0;3;0;10;O
Piráti;68660;12;0;4;1;5;Y
SPD;68660;0;0;3;13;6;O
ČSSD;68660;0;8;4;1;2;N
KSČM;68660;0;8;6;0;1;N
KDU-ČSL;68660;5;0;1;0;4;Y
TOP09;68660;6;0;0;0;1;Y
STAN;68660;3;0;0;0;3;Y
ANO;68661;0;45;7;2;24;N
ODS;68661;5;0;7;1;12;O
Piráti;68661;10;0;5;3;4;O
SPD;68661;0;0;7;9;6;O
ČSSD;68661;0;5;8;0;2;O
KSČM;68661;0;10;3;0;2;N
KDU-ČSL;68661;3;0;3;0;4;O
TOP09;68661;0;0;4;1;2;O
STAN;68661;1;0;2;0;3;O
ANO;68662;0;6;9;36;27;O
ODS;68662;0;0;12;1;12;O
Piráti;68662;0;0;16;0;6;O
SPD;68662;0;0;9;6;7;O
ČSSD;68662;0;2;10;1;2;O
KSČM;68662;0;4;5;4;2;O
KDU-ČSL;68662;0;0;6;0;4;O
TOP09;68662;1;0;4;0;2;O
STAN;68662;0;0;2;1;3;O
ANO;68663;0;44;5;2;27;N
ODS;68663;7;0;6;1;11;O
Piráti;68663;13;0;4;0;5;Y
SPD;68663;0;0;7;7;8;O
ČSSD;68663;0;4;7;2;2;O
KSČM;68663;0;9;4;0;2;N
KDU-ČSL;68663;5;0;1;0;4;Y
TOP09;68663;5;0;1;0;1;Y
STAN;68663;2;0;1;0;3;O
ANO;68664;0;0;59;14;5;O
ODS;68664;0;0;16;7;2;O
Piráti;68664;0;0;17;5;0;O
SPD;68664;0;0;13;5;4;O
ČSSD;68664;0;0;12;2;1;O
KSČM;68664;0;0;14;1;0;O
KDU-ČSL;68664;0;0;6;4;0;O
TOP09;68664;0;0;5;2;0;O
STAN;68664;0;0;3;2;1;O
ANO;68665;69;0;5;0;4;Y
ODS;68665;21;0;2;0;2;Y
Piráti;68665;22;0;0;0;0;Y
SPD;68665;16;0;2;0;4;Y
ČSSD;68665;12;0;2;0;1;Y
KSČM;68665;13;0;2;0;0;Y
KDU-ČSL;68665;8;0;2;0;0;Y
TOP09;68665;5;0;2;0;0;Y
STAN;68665;4;0;1;0;1;Y
ANO;68666;1;59;4;10;4;N
ODS;68666;21;0;2;0;2;Y
Piráti;68666;0;16;0;6;0;N
SPD;68666;16;0;2;0;4;Y
ČSSD;68666;1;10;2;1;1;N
KSČM;68666;4;0;2;9;0;O
KDU-ČSL;68666;7;0;2;1;0;Y
TOP09;68666;0;0;2;5;0;O
STAN;68666;2;0;1;2;1;O
ANO;68667;0;0;10;64;4;O
ODS;68667;1;0;5;17;2;O
Piráti;68667;0;0;4;18;0;O
SPD;68667;0;0;3;15;4;O
ČSSD;68667;0;0;2;12;1;O
KSČM;68667;0;0;8;7;0;O
KDU-ČSL;68667;0;0;3;7;0;O
TOP09;68667;0;0;4;3;0;O
STAN;68667;0;0;1;4;1;O
ANO;68668;71;0;3;0;4;Y
ODS;68668;0;21;2;0;2;N
Piráti;68668;21;0;0;1;0;Y
SPD;68668;0;0;1;17;4;O
ČSSD;68668;13;0;1;0;1;Y
KSČM;68668;13;0;2;0;0;Y
KDU-ČSL;68668;0;7;0;3;0;N
TOP09;68668;0;5;2;0;0;N
STAN;68668;0;3;1;1;1;N
ANO;68669;1;2;3;68;4;O
ODS;68669;0;1;2;20;2;O
Piráti;68669;22;0;0;0;0;Y
SPD;68669;0;0;1;17;4;O
ČSSD;68669;0;3;1;10;1;O
KSČM;68669;0;0;2;13;0;O
KDU-ČSL;68669;0;2;0;8;0;O
TOP09;68669;0;0;2;5;0;O
STAN;68669;0;0;1;4;1;O
ANO;68670;69;0;3;2;4;Y
ODS;68670;0;0;2;21;2;O
Piráti;68670;22;0;0;0;0;Y
SPD;68670;0;0;1;17;4;O
ČSSD;68670;9;1;1;3;1;Y
KSČM;68670;9;0;2;4;0;Y
KDU-ČSL;68670;0;1;0;9;0;O
TOP09;68670;0;0;1;6;0;O
STAN;68670;0;0;1;4;1;O
ANO;68671;71;0;3;0;4;Y
ODS;68671;20;1;2;0;2;Y
Piráti;68671;21;0;0;1;0;Y
SPD;68671;3;0;1;14;4;O
ČSSD;68671;13;0;2;0;0;Y
KSČM;68671;14;0;1;0;0;Y
KDU-ČSL;68671;0;9;0;1;0;N
TOP09;68671;0;0;1;6;0;O
STAN;68671;0;0;1;4;1;O
ANO;68672;0;6;3;65;4;O
ODS;68672;21;0;2;0;2;Y
Piráti;68672;22;0;0;0;0;Y
SPD;68672;17;0;1;0;4;Y
ČSSD;68672;3;1;2;9;0;O
KSČM;68672;1;0;1;13;0;O
KDU-ČSL;68672;10;0;0;0;0;Y
TOP09;68672;5;0;1;1;0;Y
STAN;68672;4;0;1;0;1;Y
ANO;68673;1;1;3;69;4;O
ODS;68673;20;0;2;1;2;Y
Piráti;68673;22;0;0;0;0;Y
SPD;68673;17;0;1;0;4;Y
ČSSD;68673;4;0;2;9;0;O
KSČM;68673;2;0;1;12;0;O
KDU-ČSL;68673;10;0;0;0;0;Y
TOP09;68673;6;0;1;0;0;Y
STAN;68673;4;0;1;0;1;Y
ANO;68674;0;39;4;31;4;N
ODS;68674;0;0;4;19;2;O
Piráti;68674;21;0;1;0;0;Y
SPD;68674;15;0;2;0;5;Y
ČSSD;68674;5;1;5;4;0;O
KSČM;68674;6;0;5;4;0;O
KDU-ČSL;68674;6;0;4;0;0;Y
TOP09;68674;3;0;3;0;1;O
STAN;68674;2;0;3;0;1;O
ANO;68675;0;1;4;69;4;O
ODS;68675;21;0;2;0;2;Y
Piráti;68675;21;0;1;0;0;Y
SPD;68675;16;0;1;0;5;Y
ČSSD;68675;0;1;4;10;0;O
KSČM;68675;8;0;5;2;0;Y
KDU-ČSL;68675;7;0;3;0;0;Y
TOP09;68675;3;0;3;0;1;O
STAN;68675;3;0;3;0;0;Y
ANO;68676;0;0;3;71;4;O
ODS;68676;20;0;1;2;2;Y
Piráti;68676;21;0;1;0;0;Y
SPD;68676;0;0;1;16;5;O
ČSSD;68676;1;1;4;9;0;O
KSČM;68676;9;0;5;1;0;Y
KDU-ČSL;68676;0;4;3;3;0;O
TOP09;68676;4;0;2;0;1;Y
STAN;68676;2;2;1;1;0;Y
ANO;68677;67;0;7;0;4;Y
ODS;68677;0;20;3;0;2;N
Piráti;68677;0;19;1;1;1;N
SPD;68677;0;0;6;11;5;O
ČSSD;68677;9;0;4;1;1;Y
KSČM;68677;2;1;3;9;0;O
KDU-ČSL;68677;3;5;1;1;0;N
TOP09;68677;0;2;2;2;1;O
STAN;68677;0;3;3;0;0;N
ANO;68678;67;1;6;0;4;Y
ODS;68678;21;0;2;0;2;Y
Piráti;68678;20;0;1;0;1;Y
SPD;68678;11;0;5;1;5;Y
ČSSD;68678;9;0;4;1;1;Y
KSČM;68678;11;0;2;2;0;Y
KDU-ČSL;68678;9;0;1;0;0;Y
TOP09;68678;4;0;2;0;1;Y
STAN;68678;3;0;3;0;0;Y
ANO;68679;68;0;6;0;4;Y
ODS;68679;1;20;2;0;2;N
Piráti;68679;0;19;1;1;1;N
SPD;68679;0;0;5;12;5;O
ČSSD;68679;9;0;4;1;1;Y
KSČM;68679;3;2;2;8;0;O
KDU-ČSL;68679;0;7;1;2;0;N
TOP09;68679;0;3;2;1;1;O
STAN;68679;0;5;1;0;0;N
ANO;68680;68;0;5;1;4;Y
ODS;68680;19;0;2;2;2;Y
Piráti;68680;18;1;1;1;1;Y
SPD;68680;12;0;5;0;5;Y
ČSSD;68680;10;0;4;0;1;Y
KSČM;68680;10;0;2;3;0;Y
KDU-ČSL;68680;9;0;1;0;0;Y
TOP09;68680;4;0;2;0;1;Y
STAN;68680;5;0;1;0;0;Y
ANO;68681;70;0;4;0;4;Y
ODS;68681;0;21;2;0;2;N
Piráti;68681;0;20;0;1;1;N
SPD;68681;0;0;6;11;5;O
ČSSD;68681;11;0;4;0;0;Y
KSČM;68681;2;2;2;9;0;O
KDU-ČSL;68681;0;8;1;1;0;N
TOP09;68681;0;5;1;0;1;N
STAN;68681;0;6;0;0;0;N
ANO;68682;73;0;4;0;1;Y
ODS;68682;0;12;7;4;2;O
Piráti;68682;0;17;2;2;1;N
SPD;68682;2;15;1;1;3;N
ČSSD;68682;10;0;3;0;2;Y
KSČM;68682;14;0;1;0;0;Y
KDU-ČSL;68682;0;8;2;0;0;N
TOP09;68682;0;6;1;0;0;N
STAN;68682;0;6;0;0;0;N
ANO;68683;0;5;4;68;1;O
ODS;68683;18;0;5;0;2;Y
Piráti;68683;19;0;2;0;1;Y
SPD;68683;17;0;1;1;3;Y
ČSSD;68683;6;2;3;2;2;O
KSČM;68683;12;0;1;2;0;Y
KDU-ČSL;68683;8;0;2;0;0;Y
TOP09;68683;6;0;1;0;0;Y
STAN;68683;6;0;0;0;0;Y
ANO;68684;69;0;4;4;1;Y
ODS;68684;19;0;4;0;2;Y
Piráti;68684;20;0;0;1;1;Y
SPD;68684;17;0;1;1;3;Y
ČSSD;68684;10;0;3;0;2;Y
KSČM;68684;9;0;1;5;0;Y
KDU-ČSL;68684;8;0;2;0;0;Y
TOP09;68684;6;0;1;0;0;Y
STAN;68684;6;0;0;0;0;Y
ANO;68685;63;0;2;13;0;Y
ODS;68685;19;0;0;4;2;Y
Piráti;68685;0;20;0;2;0;N
SPD;68685;13;0;2;4;3;Y
ČSSD;68685;13;0;0;0;2;Y
KSČM;68685;12;1;0;2;0;Y
KDU-ČSL;68685;9;0;0;1;0;Y
TOP09;68685;2;0;1;4;0;O
STAN;68685;4;0;0;2;0;Y
ANO;68686;65;0;2;11;0;Y
ODS;68686;19;0;0;4;2;Y
Piráti;68686;0;19;0;3;0;N
SPD;68686;13;0;2;4;3;Y
ČSSD;68686;11;0;0;2;2;Y
KSČM;68686;13;0;0;2;0;Y
KDU-ČSL;68686;9;0;0;1;0;Y
TOP09;68686;2;0;1;4;0;O
STAN;68686;5;0;0;1;0;Y
ANO;68687;67;0;2;9;0;Y
ODS;68687;19;0;0;4;2;Y
Piráti;68687;0;21;0;1;0;N
SPD;68687;14;0;2;3;3;Y
ČSSD;68687;10;0;0;3;2;Y
KSČM;68687;13;0;0;2;0;Y
KDU-ČSL;68687;9;0;0;1;0;Y
TOP09;68687;1;0;1;5;0;O
STAN;68687;5;0;0;1;0;Y
ANO;68688;70;0;2;6;0;Y
ODS;68688;21;0;0;2;2;Y
Piráti;68688;0;20;0;2;0;N
SPD;68688;17;0;0;2;3;Y
ČSSD;68688;11;1;0;1;2;Y
KSČM;68688;14;0;0;1;0;Y
KDU-ČSL;68688;10;0;0;0;0;Y
TOP09;68688;3;0;1;3;0;O
STAN;68688;5;0;0;1;0;Y
ANO;68689;58;4;2;14;0;Y
ODS;68689;21;0;0;2;2;Y
Piráti;68689;21;0;0;1;0;Y
SPD;68689;17;0;0;2;3;Y
ČSSD;68689;2;8;0;3;2;N
KSČM;68689;0;1;0;14;0;O
KDU-ČSL;68689;10;0;0;0;0;Y
TOP09;68689;3;0;1;3;0;O
STAN;68689;5;0;0;1;0;Y
ANO;68690;72;0;5;1;0;Y
ODS;68690;0;22;2;0;1;N
Piráti;68690;20;0;0;2;0;Y
SPD;68690;16;0;2;1;3;Y
ČSSD;68690;14;0;1;0;0;Y
KSČM;68690;10;0;3;2;0;Y
KDU-ČSL;68690;6;0;3;1;0;Y
TOP09;68690;6;0;1;0;0;Y
STAN;68690;4;1;1;0;0;Y
ANO;68691;70;0;3;5;0;Y
ODS;68691;0;21;2;1;1;N
Piráti;68691;20;0;0;2;0;Y
SPD;68691;16;0;2;1;3;Y
ČSSD;68691;13;0;1;1;0;Y
KSČM;68691;13;0;2;0;0;Y
KDU-ČSL;68691;6;0;2;2;0;Y
TOP09;68691;5;0;1;1;0;Y
STAN;68691;4;1;1;0;0;Y
ANO;68692;77;0;0;1;0;Y
ODS;68692;24;0;0;0;1;Y
Piráti;68692;22;0;0;0;0;Y
SPD;68692;15;0;3;1;3;Y
ČSSD;68692;15;0;0;0;0;Y
KSČM;68692;15;0;0;0;0;Y
KDU-ČSL;68692;10;0;0;0;0;Y
TOP09;68692;7;0;0;0;0;Y
STAN;68692;5;0;0;1;0;Y
ANO;68693;1;33;1;43;0;O
ODS;68693;24;0;0;0;1;Y
Piráti;68693;22;0;0;0;0;Y
SPD;68693;17;0;1;1;3;Y
ČSSD;68693;0;15;0;0;0;N
KSČM;68693;0;12;0;3;0;N
KDU-ČSL;68693;7;0;0;3;0;Y
TOP09;68693;7;0;0;0;0;Y
STAN;68693;6;0;0;0;0;Y
ANO;68694;77;0;0;1;0;Y
ODS;68694;0;21;0;3;1;N
Piráti;68694;0;22;0;0;0;N
SPD;68694;0;0;2;17;3;O
ČSSD;68694;15;0;0;0;0;Y
KSČM;68694;15;0;0;0;0;Y
KDU-ČSL;68694;9;0;0;1;0;Y
TOP09;68694;0;6;0;1;0;N
STAN;68694;1;5;0;0;0;N
ANO;68695;77;0;0;1;0;Y
ODS;68695;24;0;0;0;1;Y
Piráti;68695;22;0;0;0;0;Y
SPD;68695;18;0;1;0;3;Y
ČSSD;68695;15;0;0;0;0;Y
KSČM;68695;15;0;0;0;0;Y
KDU-ČSL;68695;10;0;0;0;0;Y
TOP09;68695;7;0;0;0;0;Y
STAN;68695;6;0;0;0;0;Y
ANO;68696;1;0;0;77;0;O
ODS;68696;0;10;0;14;1;O
Piráti;68696;0;1;0;21;0;O
SPD;68696;0;0;1;18;3;O
ČSSD;68696;0;0;0;15;0;O
KSČM;68696;0;0;0;15;0;O
KDU-ČSL;68696;1;0;0;9;0;O
TOP09;68696;0;0;0;7;0;O
STAN;68696;0;0;0;6;0;O
ANO;68697;77;0;0;1;0;Y
